Movie_ID;color;director_name;num_critic_for_reviews;duration;director_facebook_likes;actor_3_facebook_likes;actor_2_name;actor_1_facebook_likes;gross;genres;actor_1_name;movie_title;num_voted_users;cast_total_facebook_likes;actor_3_name;facenumber_in_poster;plot_keywords;movie_imdb_link;num_user_for_reviews;language;country;content_rating;budget;title_year;actor_2_facebook_likes;imdb_score;aspect_ratio;movie_facebook_likes;imdbID;Title;Year;Rated;Released;Runtime;Genre;Director;Writer;Actors;Plot;Language;Country;Awards;Poster;Ratings;Metascore;imdbRating;imdbVotes;Type;DVD;BoxOffice;Production;Website;Response;totalSeasons;Season;Episode;seriesID
2841;Color;Brian De Palma;33.0;91.0;0.0;298.0;Gabrielle Carteris;636.0;21370057.0;Crime|Drama|Thriller;Steven Bauer;Raising Cain ;9903.0;1852.0;Gregg Henry;0.0;hitchcockian|long tracking shot|psychologist|psychology|wig;http://www.imdb.com/title/tt0105217/?ref_=fn_tt_tt_1;80.0;English;USA;R;12000000.0;1992.0;330.0;6.0;1.85;541.0;tt0105217;Raising Cain;1992;R;07 Aug 1992;92 min;Crime, Drama, Horror;Brian De Palma;Brian De Palma;John Lithgow, Lolita Davidovich, Steven Bauer;The oncologist wife of a prominent child psychologist suspects her husband has an unhealthy scientific obsession with their child, unaware of what - or who - is really going on inside his head.;English, Spanish;United States;5 nominations;https://m.media-amazon.com/images/M/MV5BYzNmZWEwM2MtMjYzMC00NTUzLThjN2YtZGJjYmViZjUwMjYxXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.1/10'};42.0;6.1;17,862;movie;Inconnu;$21,370,057;Inconnu;;True;;;;
2904;Color;Quentin Tarantino;173.0;99.0;16000.0;455.0;Steve Buscemi;16000.0;2812029.0;Crime|Drama|Thriller;Quentin Tarantino;Reservoir Dogs ;664719.0;28994.0;Chris Penn;0.0;gang|heist|heist gone wrong|nonlinear timeline|robbery;http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1;931.0;English;USA;R;1200000.0;1992.0;12000.0;8.4;2.35;19000.0;tt0105236;Reservoir Dogs;1992;R;02 Sep 1992;99 min;Crime, Thriller;Quentin Tarantino;Quentin Tarantino, Roger Avary;Harvey Keitel, Tim Roth, Michael Madsen;When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.;English;United States;13 wins & 23 nominations total;https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.3/10'};81.0;8.3;1,152,929;movie;Inconnu;$2,832,029;Inconnu;;True;;;;
3296;Color;Tony Maylam;39.0;96.0;6.0;38.0;Alun Armstrong;206.0;5430822.0;Action|Crime|Horror|Sci-Fi|Thriller;Michael J. Pollard;Split Second ;8391.0;493.0;Alastair Duncan;0.0;appearing from water|breasts|creature|partner|water;http://www.imdb.com/title/tt0105459/?ref_=fn_tt_tt_1;75.0;English;UK;R;7000000.0;1992.0;192.0;6.2;1.85;0.0;tt0105459;Split Second;1992;R;01 May 1992;90 min;Action, Crime, Horror;Tony Maylam;Gary Scott Thompson;Rutger Hauer, Kim Cattrall, Alastair Duncan;In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human.;English;United Kingdom;Inconnu;https://m.media-amazon.com/images/M/MV5BZmE4ZGJhZTAtMGYxYi00N2Q5LTgzNGEtYThjYWE2MWUxMTAzXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.0/10'};26.0;6.0;18,062;movie;Inconnu;$5,430,822;Inconnu;;True;;;;
3505;Color;Stephen Sommers;14.0;108.0;208.0;689.0;Frances Conroy;876.0;24103594.0;Adventure|Comedy|Drama|Family;Curtis Armstrong;The Adventures of Huck Finn ;6384.0;4840.0;Anne Heche;0.0;boy|lesson|mississippi river|river|slave;http://www.imdb.com/title/tt0106223/?ref_=fn_tt_tt_1;54.0;English;USA;PG;6500000.0;1993.0;827.0;6.2;1.85;391.0;tt0106223;The Adventures of Huck Finn;1993;PG;02 Apr 1993;108 min;Adventure, Comedy, Drama;Stephen Sommers;Mark Twain, Stephen Sommers;Elijah Wood, Courtney B. Vance, Robbie Coltrane;In Missouri, during the 1840s, young Huck Finn fearful of his drunkard father and yearning for adventure, leaves his foster family and joins with runaway slave Jim in a voyage down the Mississippi River toward slavery free states.;English, French;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BYjAxZjc5NTQtNGEyNy00ZmUyLTkyN2MtY2U1YzE1NDAyMjEzXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.2/10'};54.0;6.2;9,714;movie;Inconnu;$24,103,594;Inconnu;;True;;;;
3512;Color;Martin Scorsese;56.0;139.0;17000.0;94.0;Geraldine Chaplin;554.0;32000000.0;Drama|Romance;Richard E. Grant;The Age of Innocence ;36267.0;1068.0;Stuart Wilson;3.0;19th century|countess|lawyer|love|new york;http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1;150.0;English;USA;PG;30000000.0;1993.0;382.0;7.2;2.35;0.0;tt0106226;The Age of Innocence;1993;PG;01 Oct 1993;139 min;Drama, Romance;Martin Scorsese;Edith Wharton, Jay Cocks, Martin Scorsese;Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder;A tale of nineteenth-century New York high society in which a young lawyer falls in love with a woman separated from her husband, while he is engaged to the woman's cousin.;English, Italian, French;United States;Won 1 Oscar. 15 wins & 33 nominations total;https://m.media-amazon.com/images/M/MV5BMzFkYjQzZjUtY2NjNi00ZDFkLWI4M2MtN2RjODQ0NDJkMWM0XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.2/10'};90.0;7.2;73,037;movie;Inconnu;$32,255,440;Inconnu;;True;;;;
3392; Black and White;Leon Ichaso;14.0;123.0;5.0;338.0;Clarence Williams III;556.0;18272447.0;Drama|Thriller;Khandi Alexander;Sugar Hill ;3119.0;2149.0;Steve Harris;1.0;african american|harlem manhattan new york city|manhattan new york city|new york city|urination;http://www.imdb.com/title/tt0107079/?ref_=fn_tt_tt_1;35.0;English;USA;R;10000000.0;1993.0;475.0;5.9;1.85;331.0;tt0107079;Sugar Hill;1993;R;25 Feb 1994;123 min;Action, Crime, Drama;Leon Ichaso;Barry Michael Cooper;Wesley Snipes, Michael Wright, Khandi Alexander;A drug dealer tries to get out of the life and start anew with his girlfriend, but the transition is tragically difficult.;English;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BYmIwYzEwMjMtZGRjZi00MWEwLWIzZTktYjZmZTY0YTI5YTc5XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.8/10'};50.0;5.8;5,004;movie;Inconnu;$18,225,518;Inconnu;;True;;;;
2566;Color;Robert Harmon;25.0;94.0;11.0;232.0;Rosanna Arquette;1000.0;22189039.0;Action|Crime|Drama|Romance|Thriller;Kieran Culkin;Nowhere to Run ;17074.0;2210.0;Joss Ackland;0.0;business|escaped convict|farm|motorcycle|widow;http://www.imdb.com/title/tt0107711/?ref_=fn_tt_tt_1;55.0;English;USA;R;15000000.0;1993.0;605.0;5.5;1.85;466.0;tt0107711;Nowhere to Run;1993;R;15 Jan 1993;94 min;Action, Drama, Romance;Robert Harmon;Joe Eszterhas, Richard Marquand, Leslie Bohem;Jean-Claude Van Damme, Rosanna Arquette, Kieran Culkin;Sam, an escaped convict, lands up on a farmland owned by a widow. When he learns that a ruthless contractor is trying to take over her land, he helps her to fight against the injustice.;English;United States;1 nomination total;https://m.media-amazon.com/images/M/MV5BYmQ4YzRiYTktNTExOC00YmQ4LTg3M2QtNDdiNDFlNmYwYmQxXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.7/10'};41.0;5.7;27,383;movie;Inconnu;$22,189,039;Inconnu;;True;;;;
2620;Color;Sheldon Lettich;17.0;99.0;23.0;82.0;Ryan Bollman;97.0;3273588.0;Action|Drama;Antoni Corone;Only the Strong ;4195.0;382.0;Todd Susman;1.0;capoeira|fight|fighting|martial arts|violence;http://www.imdb.com/title/tt0107750/?ref_=fn_tt_tt_1;50.0;English;USA;PG-13;6000000.0;1993.0;91.0;6.7;1.85;0.0;tt0107750;Only the Strong;1993;PG-13;27 Aug 1993;99 min;Action, Drama;Sheldon Lettich;Sheldon Lettich, Luis Esteban;Mark Dacascos, Stacey Travis, Geoffrey Lewis;Former Special Forces soldier Louis Stevens returns to Miami to find his old high school invaded by drugs and violence.;English, Portuguese;France, United States;Inconnu;https://m.media-amazon.com/images/M/MV5BZWQ3NzljNmUtNjc2MC00ZjEyLTlhNzktYzVhNGIxZmEzZGYwXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.5/10'};54.0;6.5;7,126;movie;Inconnu;$3,283,371;Inconnu;;True;;;;
2718;Color;Jonathan Demme;68.0;125.0;438.0;372.0;Tom Hanks;18000.0;77324422.0;Drama;Denzel Washington;Philadelphia ;178731.0;33865.0;Jason Robards;2.0;aids|city name in title|gay|homophobia|lawyer;http://www.imdb.com/title/tt0107818/?ref_=fn_tt_tt_1;261.0;English;USA;PG-13;26000000.0;1993.0;15000.0;7.7;1.85;0.0;tt0107818;Philadelphia;1993;PG-13;14 Jan 1994;125 min;Drama;Jonathan Demme;Ron Nyswaner;Tom Hanks, Denzel Washington, Roberta Maxwell;When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small-time lawyer as the only willing advocate for a wrongful dismissal suit.;English;United States;Won 2 Oscars. 20 wins & 23 nominations total;https://m.media-amazon.com/images/M/MV5BYzEzZmMwMmMtNDgxYi00YTAwLWFkMjQtOGQzNmUxMGU1YWYwXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.7/10'};66.0;7.7;269,184;movie;Inconnu;$77,446,440;Inconnu;;True;;;;
2749;Color;John Singleton;12.0;109.0;309.0;279.0;Khandi Alexander;592.0;27515786.0;Drama|Romance;Janet Jackson;Poetic Justice ;8904.0;1620.0;Maya Angelou;0.0;african american|mail carrier|poetry|postal worker|south central los angeles;http://www.imdb.com/title/tt0107840/?ref_=fn_tt_tt_1;31.0;English;USA;R;14000000.0;1993.0;556.0;5.9;1.85;0.0;tt0107840;Poetic Justice;1993;R;23 Jul 1993;109 min;Drama, Romance;John Singleton;John Singleton;Janet Jackson, Tupac Shakur, Regina King;Grieving hairdresser Justice goes on a road trip from South Central L.A. to Oakland on a mail truck alongside her friend and an obnoxious postal worker.;English;United States;Nominated for 1 Oscar. 5 wins & 5 nominations total;https://m.media-amazon.com/images/M/MV5BN2M0ZmY5YzQtM2ZkYS00NjA5LTk3YzYtZDU4MjU4NTBlYTgyXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.1/10'};51.0;6.1;17,591;movie;Inconnu;$27,515,786;Inconnu;;True;;;;
2913;Color;Brian Yuzna;46.0;97.0;97.0;163.0;Kent McCord;787.0;47511360.0;Horror|Romance|Sci-Fi;Melinda Clarke;Return of the Living Dead III ;10182.0;1362.0;Sarah Douglas;1.0;female nudity|living dead|self mutilation|sequel|zombie;http://www.imdb.com/title/tt0107953/?ref_=fn_tt_tt_1;130.0;English;USA;R;2000000.0;1993.0;196.0;5.9;1.85;810.0;tt0107953;Return of the Living Dead III;1993;R;25 Feb 1994;97 min;Horror;Brian Yuzna;John Penney;J. Trevor Edmond, Melinda Clarke, Kent McCord;Having recently witnessed the horrific results of a top secret project to bring the dead back to life, a distraught youth performs the operation on his girlfriend after she's killed in a motorcycle accident.;English, Spanish;Japan, United States;3 wins & 1 nomination total;https://m.media-amazon.com/images/M/MV5BMGZmM2EwNTMtZTA1Zi00NGM5LTg4MmYtZmE4OGY2NzdmMTg4XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '5.9/10'};47.0;5.9;17,498;movie;Inconnu;$54,207;Inconnu;;True;;;;
2949;Color;Fred Dekker;75.0;104.0;87.0;691.0;Rip Torn;1000.0;10696210.0;Action|Crime|Sci-Fi|Thriller;CCH Pounder;RoboCop 3 ;35018.0;3148.0;Mako;0.0;android|corporation|ninja|police|robocop;http://www.imdb.com/title/tt0107978/?ref_=fn_tt_tt_1;180.0;English;USA;PG-13;23500000.0;1993.0;826.0;3.9;1.85;716.0;tt0107978;RoboCop 3;1993;PG-13;05 Nov 1993;104 min;Action, Crime, Sci-Fi;Fred Dekker;Edward Neumeier, Michael Miner, Frank Miller;Robert John Burke, Nancy Allen, Mario Machado;"Robocop saves the day once more. This time the half man/half robot takes on ruthless developers who want to evict some people on ""their"" land.";English, Japanese;United States;3 nominations total;https://m.media-amazon.com/images/M/MV5BODc0YjFmZDgtNWY4Zi00MjQ3LThiZWYtNmVlNjZjNTE5OTEwXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '4.2/10'};40.0;4.2;57,115;movie;Inconnu;$10,696,210;Inconnu;;True;;;;
2970;Color;Peter Medak;30.0;100.0;34.0;541.0;Michael Wincott;10000.0;3275585.0;Action|Crime|Drama|Thriller;Gary Oldman;Romeo Is Bleeding ;10735.0;13160.0;Lena Olin;1.0;detective|police|protection|russian|sergeant;http://www.imdb.com/title/tt0107983/?ref_=fn_tt_tt_1;88.0;English;UK;R;11500000.0;1993.0;721.0;6.6;1.85;561.0;tt0107983;Romeo Is Bleeding;1993;R;04 Feb 1994;110 min;Crime, Drama, Romance;Peter Medak;Hilary Henkin;Gary Oldman, Lena Olin, Wallace Wood;A corrupt New York policeman falls under the spell of a seductive and ruthless member of a Moscow crime family.;English;United Kingdom, United States;2 nominations total;https://m.media-amazon.com/images/M/MV5BZjIxZmQ2YzgtNTdlOS00ZWZlLTk1YTctZWZiOGFkMWJjNzAxXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.5/10'};50.0;6.5;16,115;movie;Inconnu;$3,275,585;Inconnu;;True;;;;
2980;Color;Victor Nunez;11.0;114.0;9.0;86.0;Todd Field;159.0;1001437.0;Drama|Romance;Allison Dean;Ruby in Paradise ;2039.0;423.0;Dorothy Lyman;1.0;desire|florida|identity|resort town|sales;http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1;28.0;English;USA;R;800000.0;1993.0;143.0;7.2;1.85;81.0;tt0108000;Ruby in Paradise;1993;R;05 Nov 1993;114 min;Drama, Romance;Victor Nunez;Jane Austen, Victor Nunez;Ashley Judd, Todd Field, Bentley Mitchum;A young woman struggles for independence and identity in a small Florida tourist town.;English;United States;3 wins & 7 nominations;https://m.media-amazon.com/images/M/MV5BOGFhYmMwYjctZTRiMi00YjE5LTg1OTYtMzdiYTBhOGI3NTNkXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.9/10'};77.0;6.9;3,317;movie;Inconnu;$1,001,437;Inconnu;;True;;;;
3047; Black and White;Steven Spielberg;174.0;185.0;14000.0;212.0;Embeth Davidtz;14000.0;96067179.0;Biography|Drama|History;Liam Neeson;Schindler's List ;865020.0;15233.0;Caroline Goodall;0.0;german|german soldier|jew|jewish|nazi;http://www.imdb.com/title/tt0108052/?ref_=fn_tt_tt_1;1273.0;English;USA;R;22000000.0;1993.0;795.0;8.9;1.85;41000.0;tt0108052;Schindler's List;1993;R;04 Feb 1994;195 min;Biography, Drama, History;Steven Spielberg;Thomas Keneally, Steven Zaillian;Liam Neeson, Ralph Fiennes, Ben Kingsley;In German-occupied Poland during World War II, industrialist Oskar Schindler gradually becomes concerned for his Jewish workforce after witnessing their persecution by the Nazis.;English, Hebrew, German, Polish, Latin;United States;Won 7 Oscars. 91 wins & 49 nominations total;https://m.media-amazon.com/images/M/MV5BNjM1ZDQxYWUtMzQyZS00MTE1LWJmZGYtNGUyNTdlYjM3ZmVmXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '9.0/10'};95.0;9.0;1,548,974;movie;Inconnu;$96,898,818;Inconnu;;True;;;;
3105;Color;Richard Attenborough;23.0;115.0;0.0;266.0;James Frain;12000.0;25842000.0;Biography|Drama|Romance;Anthony Hopkins;Shadowlands ;13455.0;13619.0;Julian Fellowes;0.0;author|book|england|friend|oxford;http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1;87.0;English;UK;PG;22000000.0;1993.0;1000.0;7.4;2.35;2000.0;tt0108101;Shadowlands;1993;PG;14 Jan 1994;131 min;Biography, Drama, Romance;Richard Attenborough;William Nicholson;Anthony Hopkins, Debra Winger, Julian Fellowes;C.S. Lewis, a world-renowned Christian theologian, writer and professor, leads a passionless life until he meets spirited poet Joy Gresham from the U.S.;English;United Kingdom;Nominated for 2 Oscars. 7 wins & 14 nominations total;https://m.media-amazon.com/images/M/MV5BODg5NmZkOGQtMmZjYi00M2I0LWI2MzMtMzg5NTZkZDgzMjAzXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '7.3/10'};54.0;7.3;20,775;movie;Inconnu;$25,842,377;Inconnu;;True;;;;
3404;Color;Annabel Jankel;36.0;104.0;5.0;687.0;Fisher Stevens;5000.0;20915465.0;Adventure|Comedy|Family|Fantasy|Sci-Fi;Bob Hoskins;Super Mario Bros. ;38203.0;7723.0;Fiona Shaw;0.0;based on video game|dinosaur|king|mario|plumber;http://www.imdb.com/title/tt0108255/?ref_=fn_tt_tt_1;290.0;English;UK;PG;42000000.0;1993.0;922.0;4.0;1.85;0.0;tt0108255;Super Mario Bros.;1993;PG;28 May 1993;104 min;Adventure, Comedy, Family;Annabel Jankel, Rocky Morton;Parker Bennett, Terry Runte, Ed Solomon;Bob Hoskins, John Leguizamo, Dennis Hopper;Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.;English;United Kingdom, United States, Japan, France;2 nominations total;https://m.media-amazon.com/images/M/MV5BYWUzYWIxMDUtYTdmYS00MjUxLWJjNDItYzcxOTY0N2M2YWE5XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '4.2/10'};35.0;4.2;66,789;movie;Inconnu;$20,915,465;Inconnu;;True;;;;
3476;Color;Stuart Gillard;60.0;96.0;8.0;199.0;John Aylward;533.0;42660000.0;Action|Adventure|Comedy|Family|Fantasy|Sci-Fi;Paige Turco;Teenage Mutant Ninja Turtles III ;25086.0;1254.0;Matt Hill;0.0;battle|japan|magic|samurai|turtle;http://www.imdb.com/title/tt0108308/?ref_=fn_tt_tt_1;87.0;English;USA;PG;17000000.0;1993.0;219.0;4.8;1.85;1000.0;tt0108308;Teenage Mutant Ninja Turtles III;1993;PG;19 Mar 1993;96 min;Action, Adventure, Comedy;Stuart Gillard;Kevin Eastman, Peter Laird, Stuart Gillard;Elias Koteas, Paige Turco, Stuart Wilson;When journalist April O'Neil discovers an ancient scepter with magical powers, the Turtles must cow-a-bunga their way back to 17th century Japan to rescue her from the evil clutches of Lord Norinaga.;English;United States, Hong Kong, Japan, China;1 win total;https://m.media-amazon.com/images/M/MV5BNjEwMWNkNjctNzY5Mi00MzgyLTg2ZDMtMTY5MWRjNzEyMjdiXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '4.8/10'};40.0;4.8;37,789;movie;Inconnu;$42,273,609;Inconnu;;True;;;;
3666;Color;Joel Schumacher;39.0;119.0;541.0;551.0;Anthony LaPaglia;821.0;92115211.0;Crime|Drama|Mystery|Thriller;Bradley Whitford;The Client ;45798.0;4043.0;Brad Renfro;3.0;boy|brother|lawyer|mafia|senator;http://www.imdb.com/title/tt0109446/?ref_=fn_tt_tt_1;94.0;English;USA;PG-13;45000000.0;1994.0;577.0;6.7;2.35;1000.0;tt0109446;The Client;1994;PG-13;20 Jul 1994;119 min;Crime, Drama, Mystery;Joel Schumacher;John Grisham, Akiva Goldsman, Robert Getchell;Susan Sarandon, Tommy Lee Jones, Brad Renfro;A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.;English;United States;Nominated for 1 Oscar. 3 wins & 4 nominations total;https://m.media-amazon.com/images/M/MV5BNWQzNGEyODctZGY4My00ZjA3LWI0OWUtMWQ3NzVkMzQyN2ZjXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.7/10'};65.0;6.7;77,131;movie;Inconnu;$92,115,211;Inconnu;;True;;;;
2488;Color;Peter Segal;43.0;83.0;88.0;348.0;Fred Ward;3000.0;51109400.0;Comedy|Crime;George Kennedy;Naked Gun 33 1/3: The Final Insult ;76850.0;4767.0;Priscilla Presley;5.0;retirement|spoof|terrorist|transsexual|undercover;http://www.imdb.com/title/tt0110622/?ref_=fn_tt_tt_1;85.0;English;USA;PG-13;30000000.0;1994.0;459.0;6.4;1.85;1000.0;tt0110622;Naked Gun 33 1/3: The Final Insult;1994;PG-13;18 Mar 1994;83 min;Comedy, Crime;Peter Segal;Pat Proft, David Zucker, Robert LoCash;Leslie Nielsen, Priscilla Presley, George Kennedy;Frank Drebin comes out of retirement to help Police Squad infiltrate a gang of terrorists planning to detonate a bomb at the Academy Awards.;English;United States;3 wins total;https://m.media-amazon.com/images/M/MV5BM2ViYTFhMTktMjU0OC00ZWY3LWEzZDItMTExNDc2NDNjN2I3XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.5/10'};63.0;6.5;124,002;movie;Inconnu;$51,132,598;Inconnu;;True;;;;
2594;Color;Steven Seagal;47.0;101.0;0.0;158.0;Joan Chen;854.0;38590500.0;Action|Adventure|Thriller;Mike Starr;On Deadly Ground ;17997.0;1860.0;Sven-Ole Thorsen;1.0;environmental|murder|oil|oil spill|tribe;http://www.imdb.com/title/tt0110725/?ref_=fn_tt_tt_1;140.0;English;USA;R;50000000.0;1994.0;643.0;4.4;2.35;812.0;tt0110725;On Deadly Ground;1994;R;18 Feb 1994;101 min;Action, Adventure, Thriller;Steven Seagal;Ed Horowitz, Robin U. Russin;Steven Seagal, Michael Caine, Joan Chen;A blowout firefighter takes on an environmentally destructive oil corporation by causing many deaths and explosions in Alaska.;English, Inuktitut;United States;1 win & 6 nominations total;https://m.media-amazon.com/images/M/MV5BNWM0MTM2YWItYzg2My00MTNhLWFlOGYtMjRiMDcyYmFmNThmXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '4.6/10'};33.0;4.6;26,625;movie;Inconnu;$38,590,458;Inconnu;;True;;;;
2697;Color;Hart Bochner;15.0;79.0;157.0;219.0;Matt Ross;4000.0;4350774.0;Comedy;Jon Favreau;PCU ;10476.0;4908.0;Chris Young;3.0;college|high school senior|meat|protest|university;http://www.imdb.com/title/tt0110759/?ref_=fn_tt_tt_1;52.0;English;USA;PG-13;8000000.0;1994.0;248.0;6.5;1.85;0.0;tt0110759;PCU;1994;PG-13;29 Apr 1994;79 min;Comedy;Hart Bochner;Adam Leff, Zak Penn;Jeremy Piven, Chris Young, Megan Ward;A high school senior visits college for the weekend, and stays at the wildest house on campus.;English;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BNDZhY2ExZjYtMjQ2Zi00YWExLWIzOWQtNGZkYjJhNGQwNDQ2XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.6/10'};42.0;6.6;15,121;movie;Inconnu;$4,330,020;Inconnu;;True;;;;
2753;Color;Alan Metter;17.0;83.0;3.0;421.0;Michael Winslow;16000.0;126247.0;Comedy|Crime;Christopher Lee;Police Academy: Mission to Moscow ;24958.0;17469.0;G.W. Bailey;0.0;captain|commandant|mafia|russian mafia|security system;http://www.imdb.com/title/tt0110857/?ref_=fn_tt_tt_1;103.0;English;USA;PG;6200000.0;1994.0;542.0;3.3;1.85;321.0;tt0110857;Police Academy: Mission to Moscow;1994;PG;26 Aug 1994;83 min;Comedy, Crime;Alan Metter;Neal Israel, Pat Proft, Randolph Davis;G.W. Bailey, George Gaynes, Michael Winslow;The Russian government hires the veterans of the Police Academy (1984) to help deal with the Mafia.;English, Russian;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BODQzNGYyNmUtYjk3NC00MDIwLWEyZDQtMjI0Mzk5YjZmMGQ3XkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '3.5/10'};11.0;3.5;37,671;movie;Inconnu;$126,247;Inconnu;;True;;;;
2805;Color;Quentin Tarantino;215.0;178.0;16000.0;857.0;Eric Stoltz;13000.0;107930000.0;Crime|Drama;Bruce Willis;Pulp Fiction ;1324680.0;16557.0;Phil LaMarr;1.0;black comedy|cunnilingus|neo noir|nonlinear timeline|postmodern;http://www.imdb.com/title/tt0110912/?ref_=fn_tt_tt_1;2195.0;English;USA;R;8000000.0;1994.0;902.0;8.9;2.35;45000.0;tt0110912;Pulp Fiction;1994;R;14 Oct 1994;154 min;Crime, Drama;Quentin Tarantino;Quentin Tarantino, Roger Avary;John Travolta, Uma Thurman, Samuel L. Jackson;The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.;English, Spanish, French;United States;Won 1 Oscar. 69 wins & 72 nominations total;https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '8.8/10'};95.0;8.8;2,379,864;movie;Inconnu;$107,928,762;Inconnu;;True;;;;
2853;Color;Kevin Reynolds;9.0;107.0;58.0;324.0;Jason Scott Lee;699.0;305070.0;Action|Adventure|Drama|History|Romance;Esai Morales;Rapa Nui ;3843.0;1592.0;Sandrine Holt;1.0;easter island|location in title|statue|topless female nudity|two word title;http://www.imdb.com/title/tt0110944/?ref_=fn_tt_tt_1;25.0;English;USA;R;20000000.0;1994.0;533.0;6.4;2.35;399.0;tt0110944;Rapa Nui;1994;R;09 Sep 1994;107 min;Action, Adventure, Drama;Kevin Reynolds;Kevin Reynolds, Tim Rose Price;Jason Scott Lee, Esai Morales, Sandrine Holt;Love between the representatives of two warring tribes changes the balance of power on the whole remote island.;English;United States;1 win & 1 nomination;https://m.media-amazon.com/images/M/MV5BZmU0NDlkMjYtNjg0OS00YzdmLThiYjItZWVkYjk1N2M2YTUzXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.4/10'};54.0;6.4;5,421;movie;Inconnu;$305,070;Inconnu;;True;;;;
2894;Color;Penny Marshall;12.0;128.0;545.0;353.0;Cliff Robertson;783.0;24332324.0;Comedy|Drama;Ed Begley Jr.;Renaissance Man ;13830.0;3126.0;Lillo Brancato;1.0;army|basic training|reference to shakespeare's hamlet|teacher|u.s. army;http://www.imdb.com/title/tt0110971/?ref_=fn_tt_tt_1;61.0;English;USA;PG-13;40000000.0;1994.0;754.0;6.1;1.85;680.0;tt0110971;Renaissance Man;1994;PG-13;03 Jun 1994;128 min;Comedy, Drama;Penny Marshall;Jim Burnstein;Danny DeVito, Gregory Hines, James Remar;A failed businessman is hired by the army to teach a group of underachieving recruits in order to help them pass basic training.;English;United States;Inconnu;https://m.media-amazon.com/images/M/MV5BYjgyMjRjMzktN2ExZi00YTdhLTkzMzYtMTMxN2Y4N2Y1ZThkXkEyXkFqcGc@._V1_SX300.jpg;{'Source': 'Internet Movie Database', 'Value': '6.2/10'};44.0;6.2;19,932;movie;Inconnu;$24,332,324;Inconnu;;True;;;;
